,precision,recall,f1-score,support
fake,0.9959445037353255,0.9936115843270868,0.9947766762605266,4696.0
real,0.9930151338766007,0.9955648926237162,0.9942883785989043,4284.0
accuracy,0.994543429844098,0.994543429844098,0.994543429844098,0.994543429844098
macro avg,0.9944798188059631,0.9945882384754015,0.9945325274297154,8980.0
weighted avg,0.9945470181590697,0.994543429844098,0.9945437289128217,8980.0
